Institute,Link,Coursename,Skills,Rating,Review,Level,Type,Duration,Platform
Coursera Project Network,https://www.coursera.org/projects/cinematic-storytelling-simplified-mastering-lumen5-ai-1,cinematic storytelling simplified mastering lumen5 ai 1,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/automate-r-scripts-with-github-actions-deploy-a-model,automate r scripts with github actions deploy a model,,0.0,0,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/data-preparation-with-alteryx--automating-analytics,data preparation with alteryx  automating analytics,,0.0,0,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/ai-content-creation-with-dall-e-visual-seo-strategy--,ai content creation with dall e visual seo strategy  ,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/creacion-chatbot-azure,creacion chatbot azure,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/app-development-power-apps-create-custom-components,app development power apps create custom components,,0.0,0,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/data-management-azure-implement-compliance-controls,data management azure implement compliance controls,,0.0,0,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/generate-reports-help-flow-power-apps,generate reports help flow power apps,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/book-vacation-power-automate-multilevel-approval-flow,book vacation power automate multilevel approval flow,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/use-process-advisor-analyze-automate-manual-process,use process advisor analyze automate manual process,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/vega-for-beginners-scan-web-vulnerabilities,vega for beginners scan web vulnerabilities,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/automate-equipment-ordering-prep-process-power-automate,automate equipment ordering prep process power automate,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/create-app-managing-company-expenses-power-apps,create app managing company expenses power apps,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/process-forms-ai-model-power-automate,process forms ai model power automate,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/how-create-business-cards-adobe-photoshop,how create business cards adobe photoshop,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/power-pages-beginners-create-website-your-company,power pages beginners create website your company,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/create-iot-solutions-in-microsoft-azure,create iot solutions in microsoft azure,,0.0,0,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/set-up-your-dev-environment-mern-developers-linux,set up your dev environment mern developers linux,,0.0,0,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/monitoring-and-troubleshooting-data-storage-and-processing-in-azure,monitoring and troubleshooting data storage and processing in azure,,0.0,0,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/two-major-models-of-running-containers-in-aws,two major models of running containers in aws,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/text-editing-in-linux,text editing in linux,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/aggregate-data-sql-mysql-workbench,aggregate data sql mysql workbench,,0.0,0,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/netzkonvergenzstudie-finite-elemente-methode,netzkonvergenzstudie finite elemente methode,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/fem-finite-elemente-methode-mit-simscale,fem finite elemente methode mit simscale,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/cfd-simulation-um-einen-spoiler,cfd simulation um einen spoiler,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/stromungsimulation-einer-kreiselpumpe,stromungsimulation einer kreiselpumpe,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/online-teaching-with-buncee,online teaching with buncee,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/interactive-choice-boards-with-seesaw,interactive choice boards with seesaw,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/classroom-visualizations-collaborations-popplet,classroom visualizations collaborations popplet,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/student-creative-learning-buncee,student creative learning buncee,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/use-genially-to-create-mind-maps,use genially to create mind maps,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/inspire-student-learning-with-showbie,inspire student learning with showbie,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/teaching-infographics-with-genially,teaching infographics with genially,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/assessment-boom-learning,assessment boom learning,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/use-genially-to-create-award-certificates,use genially to create award certificates,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/online-dialogue-considerit,online dialogue considerit,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/use-wakelet-to-curate-learning-collections,use wakelet to curate learning collections,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/blocks-based-abm-with-nettango,blocks based abm with nettango,,0.0,0,Advanced , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/adobe-photoshop-para-principiantes,adobe photoshop para principiantes,,0.0,0,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/how-to-create-realistic-reflections-with-photoshop,how to create realistic reflections with photoshop,"Creativity, Graphic Design",2.5,33,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/optimization-of-sql-query-tuning-and-performance,optimization of sql query tuning and performance,"PostgreSQL, SQL",3.0,23,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/genai-summarization-with-langchain-summarize-text-documents,genai summarization with langchain summarize text documents,"Python Programming, Web Development",3.2,6,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/using-advanced-formulas-and-functions-in-excel,using advanced formulas and functions in excel,,3.2,33,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/twitter-clone-next-js,twitter clone next js,,3.3,16,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/scrape-job-postings-data-analyst,scrape job postings data analyst,"Data Analysis, Python Programming",3.4,10,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/financial-reporting-with-power-bi-financial-analysis,financial reporting with power bi financial analysis,Power BI,3.5,6,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/the-pytorch-basics-you-need-to-start-your-ml-projects,the pytorch basics you need to start your ml projects,Virtual Reality,3.5,46,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/copywriting-with-chatgpt-crafting-high-quality-blog-content,copywriting with chatgpt crafting high quality blog content,,3.5,6,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/how-create-high-quality-flyer-adobe-photoshop,how create high quality flyer adobe photoshop,Graphic Design,3.6,14,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/automate-document-review-process-sharepoint-power-automate,automate document review process sharepoint power automate,Cloud Computing,3.7,27,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/classify-radio-signals-with-pytorch,classify radio signals with pytorch,"Computer Vision, Deep Learning",3.7,10,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/facial-expression-recognition-with-pytorch,facial expression recognition with pytorch,"Computer Vision, Deep Learning",3.7,34,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/get-shape-combine-and-merge-the-datasets-using-power-bi,get shape combine and merge the datasets using power bi,"Business Intelligence, Data Analysis",3.8,21,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/data-visualization-using-plotly,data visualization using plotly,"Data Visualization, Python Programming",3.8,37,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/data-visualization-in-excel-build-an-interactive-dashboard,data visualization in excel build an interactive dashboard,"Finance, Microsoft Excel",3.8,13,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/javascript-essentials-beginners,javascript essentials beginners,"Javascript, Web Development",3.8,22,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/use-python-create-web-testing-bot,use python create web testing bot,,3.8,16,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/create-model-driven-power-app-rental-company,create model driven power app rental company,,3.8,12,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/explore-einsteins-theories-of-relativity-using-wolfram,explore einsteins theories of relativity using wolfram,,3.8,10,Advanced , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/statistics-data-science,statistics data science,"Basic Descriptive Statistics, General Statistics, Statistical Analysis",3.9,23,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/anomaly-detection,anomaly detection,"Data Visualization, Machine Learning",3.9,16,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/rudi-hinds-midjourney-for-beginners-craft-ai-art,rudi hinds midjourney for beginners craft ai art,"Design and Product, Marketing Design",3.9,16,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/excel-for-beginners-advanced-functions,excel for beginners advanced functions,Microsoft Excel,3.9,24,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/get-started-microsoft-planner,get started microsoft planner,"Planning, Project Management",3.9,10,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/geospatial-covid19-python,geospatial covid19 python,Python Programming,3.9,15,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/azure-data-engineer-databricks-data-factory,azure data engineer databricks data factory,SQL,3.9,12,Advanced , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/predicting-weather-artificial-neural-networks,predicting weather artificial neural networks,,3.9,12,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/beginners-guide-to-aws-identity-and-access-management,beginners guide to aws identity and access management,,3.9,15,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/getting-started-in-microsoft-sharepoint,getting started in microsoft sharepoint,Collaboration,4.0,39,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/create-virtual-machine-aws-ec2,create virtual machine aws ec2,Linux,4.0,12,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/prompt-engineering-generative-ai-for-marketing-advertising,prompt engineering generative ai for marketing advertising,Marketing,4.0,21,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/create-pdf-monthly-balance-report-html-excel-power-automate,create pdf monthly balance report html excel power automate,,4.0,17,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/project-tracker-airtable,project tracker airtable,"Cloud Computing, Collaboration",4.1,7,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/agent-based-generative-art,agent based generative art,Computer Programming,4.1,7,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/deep-learning-with-pytorch-build-an-autoencoder,deep learning with pytorch build an autoencoder,"Deep Learning, Python Programming",4.1,13,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/continuous-delivery-release-pipelines-azure-devops,continuous delivery release pipelines azure devops,DevOps,4.1,11,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/create-corporate-newsletters-canva,create corporate newsletters canva,"Digital Marketing, Graphic Design",4.1,11,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/deploy-web-app-azure-kubernetes-service,deploy web app azure kubernetes service,"Kubernetes, Microsoft Azure",4.1,8,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/increase-engagement-instagram-business-profile,increase engagement instagram business profile,"Marketing, Social Media",4.1,237,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/build-mern-application-nextjs,build mern application nextjs,,4.1,14,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/use-power-automate-sharepoint-automate-invoice-sending,use power automate sharepoint automate invoice sending,,4.1,13,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/create-user-stories-in-jira,create user stories in jira,"Agile Software Development, Project Management",4.2,35,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/rudi-hinds-prompt-engineering-with-chatgpt-api-generate-exam-questions,rudi hinds prompt engineering with chatgpt api generate exam questions,"Application Development, Machine Learning, Python Programming, Software Engineering",4.2,26,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/object-detection-facebook-detectron2,object detection facebook detectron2,"Computer Vision, Deep Learning",4.2,12,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/creer-site-web-gratuit-wordpress,creer site web gratuit wordpress,Creativity,4.2,66,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/analyze-social-media-python,analyze social media python,"Data Analysis, Data Visualization, Python Programming",4.2,28,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/como-crear-historias-para-instagram-y-facebook-usando-canva,como crear historias para instagram y facebook usando canva,"Graphic Design, Marketing, Social Media",4.2,19,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/automated-machine-learning-powerbi,automated machine learning powerbi,"Machine Learning, Power BI, Python Programming",4.2,15,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/how-to-optimize-your-instagram-account,how to optimize your instagram account,"Marketing, Social Media",4.2,266,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/excel-for-beginners-sorting-filtering-data-validation,excel for beginners sorting filtering data validation,Microsoft Excel,4.2,16,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/managing-memory-c-programming,managing memory c programming,"Operating Systems, Software Engineering",4.2,10,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/create-user-journey-map-miro,create user journey map miro,"Product Strategy, Project Management, User Research",4.2,17,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/python-for-beginners-data-structures,python for beginners data structures,Python Programming,4.2,10,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/ml-basics-kaggle-competition,ml basics kaggle competition,Python Programming,4.2,33,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/supermarket-system-python,supermarket system python,"Python Programming, Algorithms",4.2,19,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/building-api-test-automation-framework-using-rest-assured,building api test automation framework using rest assured,Software Testing,4.2,26,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/creating-a-multi-page-app-using-html-and-css,creating a multi page app using html and css,Web Development,4.2,12,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/create-high-fidelity-prototype-figma,create high fidelity prototype figma,,4.2,10,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/analiza--tu-mercado-con-python,analiza  tu mercado con python,,4.2,23,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/interpretable-machine-learning-applications-part-2,interpretable machine learning applications part 2,,4.2,20,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/orchestrating-data-movement-with-azure-data-factory,orchestrating data movement with azure data factory,,4.2,22,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/use-microsoft-powerpoint-to-create-a-visual-schedule,use microsoft powerpoint to create a visual schedule,,4.2,15,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/unity-absolute-beginners-getting-started,unity absolute beginners getting started,Application Development,4.3,29,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/firebase-android-app,firebase android app,"Application Development, Google Cloud Platform",4.3,49,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/visualizing-filters-cnn-tensorflow,visualizing filters cnn tensorflow,"Artificial Neural Networks, Deep Learning, Machine Learning, Tensorflow",4.3,75,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/dynamic-web-app-php-mysql,dynamic web app php mysql,"Back-End Web Development, Databases",4.3,200,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/data-management-with-databricks-big-data-with-delta-lakes,data management with databricks big data with delta lakes,"Big Data, Data Management, SQL",4.3,11,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/working-with-bigquery,working with bigquery,"Big Data, Data Visualization, SQL",4.3,206,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/business-analysis-using-spreadsheets,business analysis using spreadsheets,"Business Analysis, Data Analysis, Microsoft Excel",4.3,921,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/create-sales-dashboard-using-power-bi,create sales dashboard using power bi,"Business Intelligence, Data Visualization",4.3,24,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/mycelium,mycelium,Computer Programming,4.3,50,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/creating-a-cpp-calculator,creating a cpp calculator,"Computer Programming, Computer Science, Leadership and Management",4.3,656,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/getting-started-with-r,getting started with r,"Computer Programming, Data Analysis, Data Structures, R Programming, Data Science",4.3,356,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/object-localization-tensorflow,object localization tensorflow,"Computer Vision, Deep Learning, Tensorflow",4.3,110,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/qlik-sense-beginners-analyze-visualize-data,qlik sense beginners analyze visualize data,"Data Analysis, Data Analysis Software, Data Visualization",4.3,8,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/tesla-stock-price-prediction-facebook-prophet,tesla stock price prediction facebook prophet,"Data Analysis, Data Visualization, Machine Learning",4.3,121,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/data-visualization-with-power-bi-storytelling-with-data,data visualization with power bi storytelling with data,"Data Analysis, Data Visualization, Power BI",4.3,12,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/data-visualization-with-openai-api-generate-code-with-genai,data visualization with openai api generate code with genai,"Data Analysis, Data Visualization, Python Programming",4.3,7,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/curso-completo-power-bi,curso completo power bi,"Data Analysis, Python Programming",4.3,651,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/xarray,xarray,"Data Analysis, Python Programming",4.3,38,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/deploy-website-aws-ecs,deploy website aws ecs,DevOps,4.3,8,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/terraform-devops-aws-cloud-iac-ec2,terraform devops aws cloud iac ec2,"DevOps, Cloud Computing",4.3,70,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/docker-for-absolute-beginners,docker for absolute beginners,"DevOps, Docker (Software)",4.3,306,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/predict-sales-forecast-trends-in-google-sheets,predict sales forecast trends in google sheets,"Forecasting, Sales, Business Intelligence, Feature Engineering",4.3,35,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/intro-to-javascript-the-basics,intro to javascript the basics,"Front-End Web Development, Javascript, Web Development",4.3,274,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/build-website-using-react,build website using react,Javascript,4.3,12,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/investment-risk-management,investment risk management,"Leadership and Management, Risk Management",4.3,1400,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/support-vector-machines-scikit-learn,support vector machines scikit learn,"Machine Learning, Data Analysis, Data Science, Python Programming",4.3,307,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/machine-learning-with-chatgpt-image-classification-model,machine learning with chatgpt image classification model,"Machine Learning, Python Programming",4.3,26,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/malaria-parasite-detection-ensemble-learning-keras,malaria parasite detection ensemble learning keras,"Machine Learning, Python Programming",4.3,7,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/simple-nearest-neighbors-regression-and-classification,simple nearest neighbors regression and classification,"Machine Learning, Python Programming, Regression, Statistical Analysis",4.3,10,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/chatgpt-for-beginners-market-research-ai,chatgpt for beginners market research ai,Market Research,4.3,23,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/deploy-wordpress-microsoft-azure,deploy wordpress microsoft azure,Microsoft Azure,4.3,6,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/working-with-subqueries-in-sql,working with subqueries in sql,"PostgreSQL, SQL",4.3,47,Advanced , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/aerial-image-segmentation-with-pytorch,aerial image segmentation with pytorch,Python Programming,4.3,23,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/testing-and-debugging-python,testing and debugging python,"Python Programming, Software Testing",4.3,230,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/cypress-end-to-end-testing-and-intercepting-network-call,cypress end to end testing and intercepting network call,Software Testing,4.3,9,Advanced , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/getting-started-microsoft-office-365,getting started microsoft office 365,,4.3,111,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/github-visual-studio-code-desktop,github visual studio code desktop,,4.3,128,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/create-first-test-automation-script-using-selenium-and-c-sharp,create first test automation script using selenium and c sharp,,4.3,29,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/crear-apps-outsystems,crear apps outsystems,,4.3,7,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/create-fundraising-page-chuffed,create fundraising page chuffed,,4.3,6,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/google-ads-beginner,google ads beginner,"Advertising, Digital Marketing, Marketing",4.4,4800,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/build-app-android-studio-java,build app android studio java,"Android Development, Computer Programming",4.4,811,Beginner , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/firebase-android-app-2,firebase android app 2,"Android Development, Google Cloud Platform",4.4,12,Advanced , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/test-angular-web-application-jasmine-karma,test angular web application jasmine karma,Angular,4.4,41,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/image-classification-cnn-keras,image classification cnn keras,"Artificial Neural Networks, Computer Vision, Deep Learning, Machine Learning",4.4,547,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/deepfakes-keras,deepfakes keras,"Artificial Neural Networks, Deep Learning, Machine Learning",4.4,161,Advanced , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/retinopathy-detection-using-deep-learning,retinopathy detection using deep learning,"Artificial Neural Networks, Deep Learning, Machine Learning, Computer Vision, Python Programming",4.4,47,Intermediate , Guided Project , Less Than 2 Hours,coursera
Coursera Project Network,https://www.coursera.org/projects/neural-network-tensorflow,neural network tensorflow,"Artificial Neural Networks, Deep Learning, Machine Learning, Data Science, Tensorflow",4.4,278,Intermediate , Guided Project , Less Than 2 Hours,coursera
